StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q62,Q10,Q9,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q24,Q24_3_TEXT,Q26,Q26_3_TEXT,Q28,Q28_3_TEXT,Q30,Q30_3_TEXT,Q28,Q28_3_TEXT,Q29,Q29_3_TEXT,Q30,Q30_3_TEXT,Q31,Q31_3_TEXT,Q32,Q32_3_TEXT,Q33,Q33_3_TEXT,Q34,Q34_3_TEXT,Q35,Q35_3_TEXT,Q36,Q36_3_TEXT,Q37,Q37_3_TEXT,Q38,Q38_3_TEXT,Q39,Q39_3_TEXT,Q40,Q40_3_TEXT,Q41,Q41_3_TEXT,Q42,Q42_3_TEXT,Q43,Q43_3_TEXT,Q44,Q44_3_TEXT,Q45,Q45_3_TEXT,Q46,Q46_3_TEXT,Q47,Q47_3_TEXT,Q48,Q48_3_TEXT,Q49,Q49_3_TEXT,Q50,Q50_3_TEXT,Q51,Q51_3_TEXT,Q52,Q52_3_TEXT,Q53,Q53_3_TEXT,Q54,Q54_3_TEXT,Q55,Q55_3_TEXT,Q56,Q56_3_TEXT,Q57,Q57_3_TEXT,Q58,Q58_3_TEXT,Q59,Q59_3_TEXT,Q60,Q60_3_TEXT
2020-08-18 21:28:49,2020-08-18 21:33:21,IP Address,111.202.148.44,100,271,True,2020-08-18 21:33:21,R_12nV37i9iA7x2XG,,,,,39.928802490234375,116.388885498046875,anonymous,EN,hnh6586,Master's Student,Master's Student,4,2,1,1,,,,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Want to Enroll,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,100,Don't Want to Enroll,,Want to Enroll,50,Want to Enroll,50,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 22:07:59,2020-08-18 22:12:27,IP Address,98.226.254.37,100,267,True,2020-08-18 22:12:27,R_1g5b9SPZRfwNCnc,,,,,41.7790069580078125,-87.778900146484375,anonymous,EN,jta3579,Undergrad Minor,Senior,2,,1,1,,1,,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,8,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,10,Want to Enroll,3,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 22:12:52,2020-08-18 22:30:05,IP Address,218.212.216.174,100,1033,True,2020-08-18 22:30:06,R_VIviLpbaksakMpz,,,,,1.300201416015625,103.840789794921875,anonymous,EN,jcx6116,Undergrad Major,Junior,4,1,0,0,0,1,1,6,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Want to Enroll,80,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,100,Don't Want to Enroll,,Already Taken,,Want to Enroll,100,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,100,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 22:50:50,2020-08-18 23:00:25,IP Address,24.12.190.143,100,574,True,2020-08-18 23:00:25,R_2feVJOqais1KY4L,,,,,42.05499267578125,-87.695098876953125,anonymous,EN,sry5267,Undergrad Major,Junior,,1,1,0,1,0,1,6,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,5,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Want to Enroll,2,Don't Want to Enroll,,Want to Enroll,2,Already Taken,,Don't Want to Enroll,,Want to Enroll,3,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-19 09:34:31,2020-08-19 09:38:16,IP Address,216.19.243.154,100,225,True,2020-08-19 09:38:17,R_2sTRKNpTlb18oLo,,,,,40.782806396484375,-73.9745025634765625,anonymous,EN,gbk8376,Undergrad Major,Senior,3,0,0,0,0,1,1,4,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Want to Enroll,2,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,1,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,2,Want to Enroll,2,Don't Want to Enroll,,Want to Enroll,2,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-19 09:42:26,2020-08-19 09:45:05,IP Address,75.30.105.149,100,158,True,2020-08-19 09:45:05,R_BJlF2MV9PH3YRqx,,,,,42.2823028564453125,-87.86009979248046875,anonymous,EN,nkg9608,Undergrad Major,Senior,2,0,0,0,0,0,0,4,Already Taken,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 20:13:58,2020-08-19 09:59:26,IP Address,75.28.178.175,100,49527,True,2020-08-19 09:59:26,R_1mQQA5KYnNhc3Bz,,,,,42.05499267578125,-87.695098876953125,anonymous,EN,dmh7817,Undergrad Major,Junior,2,1,1,0,0,1,2,5,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,1,Want to Enroll,1,Want to Enroll,1,Don't Want to Enroll,,Already Taken,,Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Want to Enroll,5,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,1,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-19 14:57:22,2020-08-19 15:00:03,IP Address,73.36.137.14,100,161,True,2020-08-19 15:00:03,R_2OOK6KRWMEncb7s,,,,,41.7057037353515625,-88.19460296630859375,anonymous,EN,3069934,Master's Student,Master's Student,4,,,,,,,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Want to Enroll,100,Want to Enroll,75,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,50,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-19 16:26:42,2020-08-19 16:28:44,IP Address,72.134.106.30,100,122,True,2020-08-19 16:28:44,R_3KuLGrtoUac9R3a,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,yaa4217,Undergrad Major,Sophomore,2,1,1,1,1,1,2,6,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Want to Enroll,,Don't Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-20 08:11:35,2020-08-20 08:13:04,IP Address,24.12.187.255,100,89,True,2020-08-20 08:13:05,R_26aJ7yqiiJ4TdWM,,,,,42.05499267578125,-87.695098876953125,anonymous,EN,jmt8793,Undergrad Minor,Senior,2,1,,1,,,,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-20 09:31:09,2020-08-20 09:35:52,IP Address,173.28.210.129,100,282,True,2020-08-20 09:35:52,R_3DkicOqzn3t0lCV,,,,,41.6343994140625,-91.505401611328125,anonymous,EN,saa3511,Undergrad Major,Junior,3,1,1,0,0,1,6,2,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-20 20:47:11,2020-08-20 20:52:46,IP Address,173.28.173.247,100,334,True,2020-08-20 20:52:47,R_1GPqVNJivUVncNy,,,,,37.7655029296875,-89.33159637451171875,anonymous,EN,cat1724,Undergrad Major,Senior,4,,,,,,,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-24 15:38:15,2020-08-24 15:39:33,IP Address,98.213.51.240,100,78,True,2020-08-24 15:39:34,R_Wid1L2YqSnxadfX,,,,,42.05499267578125,-87.695098876953125,anonymous,EN,vmu0002,Undergrad Major,Junior,2,1,1,0,1,1,2,3,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Want to Enroll,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Already Taken,,Want to Enroll,,Don't Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-25 11:04:07,2020-08-25 11:06:05,IP Address,98.206.139.103,100,118,True,2020-08-25 11:06:05,R_3MGTCMhok3BAvhI,,,,,42.05499267578125,-87.695098876953125,anonymous,EN,kat6711,Undergrad Major,Junior,3,1,1,0,0,1,0,4,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-25 11:03:31,2020-08-25 11:08:47,IP Address,67.161.74.27,100,315,True,2020-08-25 11:08:47,R_3Jn51nsETZDxdDK,,,,,37.84869384765625,-122.2209014892578125,anonymous,EN,gjw6742,Undergrad Major,Senior,3,1,0,0,0,1,2,3,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,56,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,34,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,67,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,78,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-25 11:07:22,2020-08-25 11:10:43,IP Address,73.110.42.50,100,200,True,2020-08-25 11:10:43,R_1gMHbQWOy66qCt3,,,,,41.8502044677734375,-87.6735992431640625,anonymous,EN,clg2816,Undergrad Minor,Senior,1,,,,,1,,,Already Taken,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,10,Want to Enroll,10,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-25 11:10:36,2020-08-25 11:15:56,IP Address,71.28.168.41,100,319,True,2020-08-25 11:15:56,R_PZfD6z4fPDOyHOV,,,,,37.8867950439453125,-84.56670379638671875,anonymous,EN,kab7019,Undergrad Major,Sophomore,2,1,1,1,1,1,2,5,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Want to Enroll,100,Already Taken,,Want to Enroll,100,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-25 11:22:34,2020-08-25 11:26:38,IP Address,107.77.212.137,100,243,True,2020-08-25 11:26:38,R_2xxEcU8oRHmVLqC,,,,,37.6403045654296875,-122.0666961669921875,anonymous,EN,Jmb3557,Undergrad Minor,Junior,1,,,1,,,,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,1,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-25 11:41:51,2020-08-25 11:43:24,IP Address,24.12.195.53,100,92,True,2020-08-25 11:43:24,R_2ZTWarAJaFQzhRO,,,,,42.05499267578125,-87.695098876953125,anonymous,EN,qxi0749,Undergrad Major,Junior,2,1,1,0,0,1,1,5,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,,Already Taken,,Already Taken,,Don't Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-25 11:42:46,2020-08-25 11:44:31,IP Address,73.109.23.80,100,104,True,2020-08-25 11:44:31,R_3MsRHYYRUe2z5xv,,,,,47.6721954345703125,-122.125701904296875,anonymous,EN,anr3485,Undergrad Major,Senior,2,0,0,0,0,0,1,1,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Want to Enroll,,Already Taken,,Want to Enroll,,Already Taken,,Already Taken,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-25 11:44:05,2020-08-25 11:47:06,IP Address,204.14.37.34,100,180,True,2020-08-25 11:47:06,R_2uaxEJPJDR94vRf,,,,,42.05499267578125,-87.695098876953125,anonymous,EN,kmt9351,Undergrad Minor,Senior,2-3,,1,,,,,1 (replacement for 101),Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-25 12:09:04,2020-08-25 12:11:09,IP Address,107.4.161.101,100,125,True,2020-08-25 12:11:10,R_1C2ubSiOVx4AByP,,,,,44.7843017578125,-93.22010040283203125,anonymous,EN,hdt5364,Undergrad Major,Freshman,1,All,All,All,All,All,All,,Don't Want to Enroll,,Want to Enroll:,,Want to Enroll:,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-25 11:33:39,2020-08-25 12:17:25,IP Address,205.178.29.152,100,2625,True,2020-08-25 12:17:25,R_31FOh6m4kL5bbP0,,,,,41.9214935302734375,-87.64459991455078125,anonymous,EN,ptg3362,Undergrad Major,Junior,2,1,1,0,0,0,1,5,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Want to Enroll,1,Want to Enroll,2,Want to Enroll,5,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,10,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,4,Want to Enroll,10,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-25 12:23:02,2020-08-25 12:28:54,IP Address,73.158.156.95,100,351,True,2020-08-25 12:28:54,R_2txu3HltbQ38L6h,,,,,37.3860015869140625,-122.014404296875,anonymous,EN,SDO5552,Master's Student,Master's Student,3,,,,,,,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,5,Already Taken,,Already Taken,,Want to Enroll,2,Don't Want to Enroll,,Want to Enroll,5,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,3,Want to Enroll,3,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
